#date/time (ISO-8601)
#during/after abstinence from masturbation∈{0,1}
#gender∈{m,f, o}
#progress of approach∈{1 (ignored), 2 (stopped), 3 (name), 4 (rejection), 5 (flake), 6 (date)}
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,3
2019-09-17T15:17:10+02:00,1,f,2
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,1
2019-09-17T15:17:10+02:00,1,f,2
2019-09-17T15:17:10+02:00,1,f,2
2019-09-17T15:17:10+02:00,1,f,5
2019-09-17T15:17:10+02:00,1,f,2
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,5
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,1
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,2
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,6
2019-09-17T15:17:10+02:00,1,f,1
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,3
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,6
2019-09-17T15:17:10+02:00,1,f,1
2019-09-17T15:17:10+02:00,1,f,3
2019-09-17T15:17:10+02:00,1,f,5
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,2
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,1
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,2
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,1
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,6
2019-09-17T15:17:10+02:00,1,f,1
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,1
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,1
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,3
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,3
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,2
2019-09-17T15:17:10+02:00,1,f,4
2019-09-17T15:17:10+02:00,1,f,4
